year,district,county,locale_group,highest_grade,enrollment,pupil_teacher,revenue,revenue_local,revenue_state,revenue_federal,revenue_pupil,revenue_local_pupil,revenue_state_pupil,revenue_federal_pupil,expenditure,expenditure_pupil,expenditure_instruction_pupil,expenditure_support_pupil,nces_id,SED_CODE_1,grad_rate,ard_rate
2016-17,UNIVERSITY PREP CHARTER HIGH SCHOOL,Bronx County,City,12th Grade,,12.25,,,,,,,,,,,,0.0,3600963,320700860920.0,,
2016-17,UNIVERSITY PREP CHARTER MIDDLE SCHOOL,Bronx County,,,,,,,,,,,,,,,,,3601197,320700861173.0,,
2016-17,UNIVERSITY PREPARATORY CHARTER SCHOOL FOR YOUNG MEN,Monroe County,City,12th Grade,,9.64,,,,,,,,,,,,0.0,3601008,261600860985.0,,
2016-17,URBAN ASSEMBLY CHARTER SCHOOL FOR COMPUTER SCIENCE,Bronx County,,,,,,,,,,,,,,,,,3601182,321200861107.0,,
2016-17,URBAN CHOICE CHARTER SCHOOL,Monroe County,City,8th Grade,,10.78,,,,,,,,,,,,0.0,3600134,,,
2016-17,URBAN DOVE TEAM CHARTER SCHOOL,Kings County,City,12th Grade,,11.82,,,,,,,,,,,,0.0,3601065,332200861006.0,,
2016-17,URBAN DOVE TEAM CHARTER SCHOOL II,Bronx County,,,,,,,,,,,,,,,,,3601187,320800861139.0,,
2016-17,UTICA ACADEMY OF SCIENCE CHARTER SCHOOL,Herkimer County,City,12th Grade,,17.82,,,,,,,,,,,,0.0,3601084,210402861058.0,,
2016-17,UTICA CITY SCHOOL DISTRICT,Oneida County,City,12th Grade,10310.985882763029,15.41,186225000.0,29605000.0,138704000.0,17916000.0,18060.833572792886,2871.2094397773308,13452.059926866234,1737.5642061493213,177483000.0,17213.0,9858.0,4435.0,3629370,412300010000.0,0.74,0.11
2016-17,VALENCE COLLEGE PREPARATORY CHARTER SCHOOL,Queens County,,,,,,,,,,,,,,,,,3601212,342800861152.0,,
2016-17,VALHALLA UNION FREE SCHOOL DISTRICT,Westchester County,Suburb,12th Grade,1479.9975055345951,10.96,48842000.0,38690000.0,9573000.0,579000.0,33001.40697355947,26141.935952807333,6468.254145159592,391.2168755925419,47465000.0,32071.0,18140.0,10739.0,3629400,660805030000.0,0.97,0.31
2016-17,VALLEY CENTRAL SCHOOL DISTRICT (MONTGOMERY),Orange County,Rural,12th Grade,4362.01412697757,11.86,102993000.0,56113000.0,44248000.0,2632000.0,23611.3403125,12864.011524621212,10143.937803030303,603.3909848484849,105600000.0,24209.0,15163.0,6411.0,3619680,441301060000.0,0.9,0.32
2016-17,VALLEY STREAM 13 UNION FREE SCHOOL DISTRICT,Nassau County,Suburb,6th Grade,2067.959050315835,12.01,47564000.0,30392000.0,16352000.0,820000.0,23000.455445544558,14696.615967979778,7907.313250473984,396.52622709079424,47470000.0,22955.0,15187.0,6188.0,3629430,280213020000.0,,
2016-17,VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT,Nassau County,Suburb,6th Grade,1123.9841548576796,11.2,28357000.0,19379000.0,8107000.0,871000.0,25229.003342658867,17241.346255858734,7212.735130618028,774.9219561821022,27523000.0,24487.0,15808.0,7214.0,3629460,280224020000.0,,
2016-17,VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT,Nassau County,Suburb,6th Grade,1513.9806607574537,12.66,37546000.0,26864000.0,9958000.0,724000.0,24799.524177023177,17743.95188546185,6577.362748489767,478.2095430715597,37577000.0,24820.0,14629.0,7137.0,3629490,280230020000.0,,
2016-17,VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT,Nassau County,Suburb,12th Grade,4570.92749810674,14.1,111609000.0,76646000.0,32503000.0,2460000.0,24417.145108126962,16768.150453435646,7110.810664457621,538.1839902336937,114680000.0,25089.0,14975.0,7109.0,3629520,280251070000.0,0.97,0.61
2016-17,VAN HORNESVILLE-OWEN D YOUNG CENTRAL SCHOOL DISTRICT,Herkimer County,Rural,12th Grade,189.9984683718793,11.18,5270000.0,1694000.0,3414000.0,162000.0,27737.065699314793,8915.861346231359,17968.56590084643,852.6384522370012,4962000.0,26116.0,12479.0,10084.0,3622200,211701040000.0,0.9,0.05
2016-17,VERTUS CHARTER SCHOOL,Monroe County,City,11th Grade,,15.72,,,,,,,,,,,,0.0,3601117,261600861069.0,,
2016-17,VESTAL CENTRAL SCHOOL DISTRICT,Broome County,Suburb,12th Grade,3372.9626078619367,12.44,76591000.0,43890000.0,30954000.0,1747000.0,22707.337407617964,13012.299602046618,9177.095508811824,517.9422967595225,73878000.0,21903.0,13103.0,6235.0,3629610,31601060000.0,0.92,0.55
2016-17,VICTOR CENTRAL SCHOOL DISTRICT,Ontario County,Suburb,12th Grade,4426.883405144275,13.29,67922000.0,41393000.0,24681000.0,1848000.0,15343.074073527894,9350.3705003613,5575.254132810312,417.4494403562844,67811000.0,15318.0,9298.0,4137.0,3629640,431701060000.0,0.96,0.59
2016-17,VOICE CHARTER SCHOOL OF NEW YORK,Queens County,City,8th Grade,,15.24,,,,,,,,,,,,0.0,3600957,343000860932.0,,
2016-17,VOORHEESVILLE CENTRAL SCHOOL DISTRICT,Albany County,Rural,12th Grade,1194.0192239231044,12.75,24522000.0,16116000.0,7972000.0,434000.0,20537.35778175313,13497.270125223613,6676.609421586165,363.4782349433512,23478000.0,19663.0,12120.0,5580.0,3629670,11003060000.0,0.97,0.45
2016-17,WAINSCOTT COMMON SCHOOL DISTRICT,Suffolk County,Rural,3rd Grade,26.999923698237428,7.94,2737000.0,2617000.0,57000.0,63000.0,101370.6568429552,96926.19983851434,2111.1170771094066,2333.3399273314494,2477000.0,91741.0,30074.0,23370.0,3629760,580302080000.0,,
2016-17,WALLKILL CENTRAL SCHOOL DISTRICT,Ulster County,Suburb,12th Grade,2982.0073095305033,12.26,72091000.0,37054000.0,33023000.0,2014000.0,24175.326388234185,12425.858206844536,11074.084189686057,675.383991703592,74249000.0,24899.0,15069.0,6092.0,3629790,621801060000.0,0.9,0.31
2016-17,WALTON CENTRAL SCHOOL DISTRICT,Delaware County,Town,12th Grade,1026.9889224572005,11.56,20936000.0,6234000.0,13516000.0,1186000.0,20385.80898215336,6070.1725828593835,13160.80407923122,1154.8323200627574,20396000.0,19860.0,11846.0,6426.0,3629820,121901040000.0,0.86,0.13
2016-17,WANTAGH UNION FREE SCHOOL DISTRICT,Nassau County,Suburb,12th Grade,3004.001309519479,11.44,75852000.0,50828000.0,24113000.0,911000.0,25250.321882227578,16920.09914873521,8026.960548781226,303.2621847111391,82583000.0,27491.0,15272.0,8081.0,3629850,280223030000.0,0.98,0.67
